message_id,message_text,category,urgency,channel,student_type,created_hour
MSG-01741,"I cannot register for HIST 305 because there is a hold on my account. Also, the waitlist page is confusing.",registration,low,email,undergraduate,9
MSG-01742,"My aid package still has not posted and tuition is due this week. Also, the payment page is confusing. soon.",financial_aid,medium,email,international,15
MSG-01743,I cannot access email from my phone after the security update???,technical_support,medium,chat,undergraduate,23
MSG-01744,"The waitlist says open but the system will not let me add the class. Also, the section page is confusing.",registration,low,chat,undergraduate,11
MSG-01745,Can an advisor check whether I am on track to graduate?,academic_advising,low,email,undergraduate,15
MSG-01746,"Hi team, I want to change majors and need to know the next step. I already checked the student portal and could not find a clear answer.",academic_advising,high,email,international,18
MSG-01747,My schedule has the wrong lab section and I need it fixed.???,registration,high,web_form,graduate,13
MSG-01748,"Hi team, help I already checked the student portal and could not find a clear answer.",financial_aid,low,email,international,18
MSG-01749,"Hi team, I need help setting up a payment plan before classes start. I already checked the student portal and could not find a clear answer.",financial_aid,medium,chat,online,1
MSG-01750,"I need help setting up a payment plan before classes start. Also, the FAFSA page is confusing.",financial_aid,medium,web_form,international,19
MSG-01751,My roommate assignment changed and I never received an explanation.,housing,medium,web_form,online,9
MSG-01752,The learning platform will not load my quiz and it is due tomorrow.,technical_support,medium,email,undergraduate,15
MSG-01753,"The portal shows an error code when I try to submit the form. Also, the Canvas page is confusing.",technical_support,low,chat,online,3
MSG-01754,"Hi team, I cannot register for BIO 101 because there is a hold on my account. when you have time. I already checked the student portal and could not find a clear answer.",registration,low,web_form,graduate,6
MSG-01755,There is no hot water in my dorm and the work order is still pending.,housing,medium,chat,graduate,13
MSG-01756,I cannot access email from my phone after the security update. next week is fine.,technical_support,low,web_form,graduate,4
MSG-01757,I need help setting up a payment plan before classes start. just checking.,financial_aid,low,email,international,10
MSG-01758,"Please let me know where this request should go. Also, the help page is confusing. soon.",general,medium,email,international,15
MSG-01759,"There is no hot water in my dorm and the work order is still pending. Also, the housing page is confusing. soon.",housing,medium,web_form,international,6
MSG-01760,"My schedule has the wrong lab section and I need it fixed Also, the hold page is confusing!!",registration,low,email,online,23
MSG-01761,Can an advisor check whether I am on track to graduate? not urgent.,academic_advising,low,web_form,undergraduate,6
MSG-01762,"Hi team, Can you point me to the right office for a cmpus policy issue? I already checked the student portal and could not find a clear answer",general,medium,email,online,9
MSG-01763,Can I talk to someone today about anxiety and missing classes?,health_wellness,high,chat,graduate,4
MSG-01764,My campus login keeps failing even after I reset my password. I am stuck.,technical_support,medium,web_form,undergraduate,23
MSG-01765,need help asap,technical_support,medium,email,online,10
MSG-01766,My roommate assignment changed and I never received an explanation. just checking.,housing,low,email,graduate,16
MSG-01767,confused about this,housing,high,web_form,graduate,5
MSG-01768,"Hi team, My aid package still has not posted and tuition is due tomorrow. I already checked teh student portal and could not find a clear answer.",financial_aid,medium,web_form,online,18
MSG-01769,"i need approval for an overload bc this is my final semester. also, the major page is confusing. today if possible.",academic_advising,medium,chat,international,13
MSG-01770,"I want to change majors and need to know the next step. Also, the credits page is confusing.",academic_advising,low,web_form,undergraduate,13
MSG-01771,"Hi team, I cannot register for ENG 201 bc there is a hold on my account. Also, the schedule page is confusing. I already checked the student portal and could not find a clear answer.",registration,low,web_form,graduate,7
MSG-01772,I cannot register fo HIST 305 because there is a hold on my account.???,registration,medium,chat,graduate,7
MSG-01773,"Hi team, I am not sure which requirement CS 150 satisfies for my major. Also, the advisor page is confusing. just checking. I already checked the student portal and could not find a clear answer.",academic_advising,low,web_form,online,22
MSG-01774,"hi team, my roommate assignment changed and i never received an explanation. also, the work order page is confusing. just checking. i already checked the student portal and could not find a clear answer.",housing,low,chat,undergraduate,0
MSG-01775,The portal shows an error code when I try to submit the form.,technical_support,high,email,graduate,15
MSG-01776,Can you point me to the right office for a campus policy issue? not urgent.,general,low,email,online,17
MSG-01777,The portal shows an error code when I try to submit he form. today if possible.!!,technical_support,medium,web_form,graduate,21
MSG-01778,"Can someone explain why my scholarship disappeared from the bill? Also, the loan page is confusing.",financial_aid,low,chat,international,21
MSG-01779,I want to change majors and need to know the next step.,academic_advising,medium,web_form,international,17
MSG-01780,"The waitlist says open but the system will not let me add the class. Also, the hold page is confusing. thx",registration,medium,web_form,international,3
MSG-01781,"Hi, I am not sure who to contact about this question. Also, the campus page is confusing.",general,medium,chat,undergraduate,8
